Library,Plate,Row,Col,CNAME,Name_Adduct,Jaclyn's Observations,Color Code,Library_Isomer,Formula,Monoisotopic_mass,HMDBID,KEGGID,Column,Adduct,KEGG_col_adduct,mz_lib,time_lib
GUTMLS,2,H,11,p-Cresol-glucuronide,p-Cresol-glucuronide_M+H+H2O,pass,g,,C13H16O7,284.0896029,HMDB0011686,NA,HILIC,M+H+H2O,NA_HILIC_M+H+H2O,303.107439,62.5
Ken-IDX,3,B,3,"CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE_M+H",pass,g,,C9H12N3O7P,305.0413,HMDB0011691,C00127,HILIC,M+H,C00127_HILIC_M+H,306.048576,182.031
Ken-IDX,3,B,3,"CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE_M+Na",pass,g,,C9H12N3O7P,305.0413,HMDB0011691,C00127,HILIC,M+Na,C00127_HILIC_M+Na,328.03052,184.355664
Ken-IDX,3,B,3,"CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE","CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE_M+2Na-H",pass,g,,C9H12N3O7P,305.0413,HMDB0011691,C00127,HILIC,M+2Na-H,C00127_HILIC_M+2Na-H,350.012464,184.354836
Ken-IDX,3,E,2,N-ACETYL-DL-METHIONINE,N-ACETYL-DL-METHIONINE_M+H-H2O,pass,g,,C7H13NO3S,191.0616,HMDB0011745,C02712,HILIC,M+H-H2O,C02712_HILIC_M+H-H2O,174.058312,58.9160016
Ken-IDX,3,E,2,N-ACETYL-DL-METHIONINE,N-ACETYL-DL-METHIONINE_M+H,pass,g,,C7H13NO3S,191.0616,HMDB0011745,C02712,HILIC,M+H,C02712_HILIC_M+H,192.068876,58.9160016
Ken-IDX,3,E,2,N-ACETYL-DL-METHIONINE,N-ACETYL-DL-METHIONINE_M+2Na-H,pass,g,,C7H13NO3S,191.0616,HMDB0011745,C02712,HILIC,M+2Na-H,C02712_HILIC_M+2Na-H,236.032764,58.15467
Ken-IDX,6,C,1,N-ACETYL-L-LEUCINE,N-ACETYL-L-LEUCINE_M+H,early elute,y,,C8H15NO3,173.1052,HMDB0011756,C02710,HILIC,M+H,C02710_HILIC_M+H,174.112476,59.192346
Ken-IDX,6,C,1,N-ACETYL-L-LEUCINE,N-ACETYL-L-LEUCINE_M+2Na-H,early elute but coelute,y,,C8H15NO3,173.1052,HMDB0011756,C02710,HILIC,M+2Na-H,C02710_HILIC_M+2Na-H,218.076364,57.291999
GUTMLS,1,E,1,Phenylethylamine,Phenylethylamine_M+H-NH3,pass but early elute,y,yes,C8H11N,121.0891494,HMDB0012275,C05332,HILIC,M+H-NH3,C05332_HILIC_M+H-NH3,105.069877,49.5
GUTMLS,1,E,7,Stearoylethanolamide,Stearoylethanolamide_M+H,pass,g,,C20H41NO2,327.3137296,HMDB0013078,NA,HILIC,M+H,NA_HILIC_M+H,328.321006,47.5
GUTMLS,1,D,3,N-Acetylhistamine,N-Acetylhistamine_M-H2O+H,pass,g,,C7H11N3O,153.090212,HMDB0013253,C05135,HILIC,M-H2O+H,C05135_HILIC_M-H2O+H,136.086924,147.4
GUTMLS,1,D,3,N-Acetylhistamine,N-Acetylhistamine_M+H,pass,g,,C7H11N3O,153.090212,HMDB0013253,C05135,HILIC,M+H,C05135_HILIC_M+H,154.097488,149.3
Ken-IDX,5,D,1,L-TRYPTOPHANAMIDE,L-TRYPTOPHANAMIDE_M+H-NH3,pass,g,,C11H13N3O,203.1059,HMDB0013318,C00977,HILIC,M+H-NH3,C00977_HILIC_M+H-NH3,187.086627,137.095926
Ken-IDX,2,B,2,D-TRYPTOPHAN,D-TRYPTOPHAN_M+K,pass,g,yes,C11H12N2O2,204.0899,HMDB0013609,C00525,HILIC,M+K,C00525_HILIC_M+K,243.05306,211.363404
GUTMLS,2,B,5,"3,5-Dihydroxybenzoic acid","3,5-Dihydroxybenzoic acid_2M+K",pass but broad peak,y,,C7H6O4,154.0266087,HMDB0013677,NA,HILIC,2M+K,NA_HILIC_2M+K,347.016377,196.1
Ken-IDX,1,H,9,N-ACETYL-D-TRYPTOPHAN,N-ACETYL-D-TRYPTOPHAN_M+H-H2O,pass,g,,C13H14N2O3,246.1004,HMDB0013713,NA,HILIC,M+H-H2O,NA_HILIC_M+H-H2O,229.097112,59.688504
Ken-IDX,1,H,9,N-ACETYL-D-TRYPTOPHAN,N-ACETYL-D-TRYPTOPHAN_M+H,pass,g,,C13H14N2O3,246.1004,HMDB0013713,NA,HILIC,M+H,NA_HILIC_M+H,247.107676,56.1208356
Ken-IDX,5,E,12,2-HYDROXYPYRIDINE,2-HYDROXYPYRIDINE_M+H,pass,g,,C5H5NO,95.0371,HMDB0013751,C02502,HILIC,M+H,C02502_HILIC_M+H,96.044376,70.72557
GUTMLS,1,A,12,Quinine,Quinine_M+H,pass,g,,C20H24N2O2,324.183778,HMDB0014611,C06526,HILIC,M+H,C06526_HILIC_M+H,325.191054,88.4
Ken-IDX,6,C,12,SALICYLAMIDE,SALICYLAMIDE_M+H,early elute,y,yes,C7H7NO2,137.0477,HMDB0015687,NA,HILIC,M+H,NA_HILIC_M+H,138.054976,55.207032
GUTMLS,2,C,8,Phenylalanylalanine,Phenylalanylalanine_M+H,pass,g,,C12H16N2O3,236.1160924,HMDB0028988,NA,HILIC,M+H,NA_HILIC_M+H,237.123368,148.5
GUTMLS,2,C,6,Serylalanine,Serylalanine_M+H-NH3,peak quality bad,y,,C6H12N2O4,176.0797069,HMDB0029032,NA,HILIC,M+H-NH3,NA_HILIC_M+H-NH3,160.060434,214.4
GUTMLS,2,C,6,Serylalanine,Serylalanine_M+H,peak quality poor but quantifiable,y,,C6H12N2O4,176.0797069,HMDB0029032,NA,HILIC,M+H,NA_HILIC_M+H,177.086983,210.9
GUTMLS,1,E,5,Piperine,Piperine_M+H,pass,g,,C17H19NO3,285.1364935,HMDB0029377,C03882,HILIC,M+H,C03882_HILIC_M+H,286.143769,48.8
GUTMLS,1,E,5,Piperine,Piperine_2M+H,pass,g,,C17H19NO3,285.1364935,HMDB0029377,C03882,HILIC,2M+H,C03882_HILIC_2M+H,571.280263,48.4
Ken-IDX,4,A,12,S-CARBOXYMETHYL-L-CYSTEINE,S-CARBOXYMETHYL-L-CYSTEINE_M+H-H2O,pass,g,,C5H9NO4S,179.0252,HMDB0029415,NA,HILIC,M+H-H2O,NA_HILIC_M+H-H2O,162.021912,185.80134
Ken-IDX,4,A,12,S-CARBOXYMETHYL-L-CYSTEINE,S-CARBOXYMETHYL-L-CYSTEINE_M+H-NH3,pass,g,,C5H9NO4S,179.0252,HMDB0029415,NA,HILIC,M+H-NH3,NA_HILIC_M+H-NH3,163.005927,183.681996
Ken-IDX,4,A,12,S-CARBOXYMETHYL-L-CYSTEINE,S-CARBOXYMETHYL-L-CYSTEINE_M+H,pass,g,,C5H9NO4S,179.0252,HMDB0029415,NA,HILIC,M+H,NA_HILIC_M+H,180.032476,183.7875
Ken-IDX,4,A,12,S-CARBOXYMETHYL-L-CYSTEINE,S-CARBOXYMETHYL-L-CYSTEINE_M+2Na-H,pass,g,,C5H9NO4S,179.0252,HMDB0029415,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,223.996364,185.480004
Ken-IDX,4,C,10,L-METHIONINE SULFOXIMINE,L-METHIONINE SULFOXIMINE_M+H,pass,g,,C5H12N2O3S,180.0569,HMDB0029430,C03510,HILIC,M+H,C03510_HILIC_M+H,181.064176,189.957
Ken-IDX,4,C,10,L-METHIONINE SULFOXIMINE,L-METHIONINE SULFOXIMINE_M+2Na-H,pass,g,,C5H12N2O3S,180.0569,HMDB0029430,C03510,HILIC,M+2Na-H,C03510_HILIC_M+2Na-H,225.028064,189.310998
Ken-IDX,5,F,12,INDOLE-3-ACETAMIDE,INDOLE-3-ACETAMIDE_M+H-NH3,pass,g,,C10H10N2O,174.0793,HMDB0029739,C02693,HILIC,M+H-NH3,C02693_HILIC_M+H-NH3,158.060027,57.426
Ken-IDX,5,F,12,INDOLE-3-ACETAMIDE,INDOLE-3-ACETAMIDE_M+H,pass,g,,C10H10N2O,174.0793,HMDB0029739,C02693,HILIC,M+H,C02693_HILIC_M+H,175.086576,59.474502
Ken-IDX,3,H,3,METHYL BETA-D-GALACTOSIDE,METHYL BETA-D-GALACTOSIDE_M+K,signal there but fail,y,,C7H14O6,194.079,HMDB0029965,NA,HILIC,M+K,NA_HILIC_M+K,233.04216,153.80832
GUTMLS,1,A,9,2-Hydroxyhexadecanoic acid,2-Hydroxyhexadecanoic acid_2M+ACN+Na,pass -early rt,y,yes,C16H32O3,272.2351449,HMDB0031057,NA,HILIC,2M+ACN+Na,NA_HILIC_2M+ACN+Na,608.486055,46.1
GUTMLS,1,A,9,2-Hydroxyhexadecanoic acid,2-Hydroxyhexadecanoic acid_3M+H,pass,g,yes,C16H32O3,272.2351449,HMDB0031057,NA,HILIC,3M+H,NA_HILIC_3M+H,817.712711,158.3
Ken-IDX,5,H,9,THIOACETATE,THIOACETATE_M+NH4,terrible peak shape but signal there,y,,C2H4OS,75.9983,HMDB0031188,C01857,HILIC,M+NH4,C01857_HILIC_M+NH4,94.03213,76.783392
GUTMLS,2,A,8,"1,2,3-Propanetricarboxylic acid","1,2,3-Propanetricarboxylic acid_M+2ACN+2H",pass,g,,C6H8O6,176.032088,HMDB0031193,C19806,HILIC,M+2ACN+2H,C19806_HILIC_M+2ACN+2H,130.049867,186.9
Ken-IDX,5,A,11,2-METHYLPROPANAL OXIME,2-METHYLPROPANAL OXIME_M+NH4,pass,g,,C4H8O,72.0575,HMDB0031243,C03219,HILIC,M+NH4,C03219_HILIC_M+NH4,90.09133,135.297144
Ken-IDX,5,E,6,CYCLOPENTANONE,CYCLOPENTANONE_M+H,pass,g,,C5H8O,84.0575,HMDB0031407,C00557,HILIC,M+H,C00557_HILIC_M+H,85.064776,204.817572
GUTMLS,1,A,1,3-(Methylthio)-1-propene,3-(Methylthio)-1-propene_M+2ACN+H,pass,g,,C4H8S,88.03467095,HMDB0031653,NA,HILIC,M+2ACN+H,NA_HILIC_M+2ACN+H,171.095041,197.5
Ken-IDX,7,E,5,QUINOLINE,QUINOLINE_M+H,pass,g,,C9H7N,129.0578,HMDB0033731,C06413,HILIC,M+H,C06413_HILIC_M+H,130.065076,53.26578
GUTMLS,1,B,4,"L,L-Cyclo(leucylprolyl)","L,L-Cyclo(leucylprolyl)_M+3ACN+2H",pass but early elute,y,,C11H18N2O2,210.1368278,HMDB0034276,NA,HILIC,M+3ACN+2H,NA_HILIC_M+3ACN+2H,167.615511,44.1
GUTMLS,1,B,4,"L,L-Cyclo(leucylprolyl)","L,L-Cyclo(leucylprolyl)_M+H+H2O",pass - best adduct,g,,C11H18N2O2,210.1368278,HMDB0034276,NA,HILIC,M+H+H2O,NA_HILIC_M+H+H2O,229.154664,148.2
GUTMLS,1,B,4,"L,L-Cyclo(leucylprolyl)","L,L-Cyclo(leucylprolyl)_M+2K-H",pass - diff RT and poor peak shape,y,,C11H18N2O2,210.1368278,HMDB0034276,NA,HILIC,M+2K-H,NA_HILIC_M+2K-H,287.055872,219
GUTMLS,1,G,4,Harman,Harman_M+H,pass,g,,C12H10N2,182.0843983,HMDB0035196,C09209,HILIC,M+H,C09209_HILIC_M+H,183.091674,83.5
Ken-IDX,2,E,4,1-AMINOCYCLOPROPANE-1-CARBOXYLATE,1-AMINOCYCLOPROPANE-1-CARBOXYLATE_M+2Na-H,pass,g,,C4H7NO2,101.0477,HMDB0036458,C01234,HILIC,M+2Na-H,C01234_HILIC_M+2Na-H,146.018864,179.208996
GUTMLS,2,FALSE,4,1-Deoxy-D-glucitol,1-Deoxy-D-glucitol_M+Na,pass,g,,C6H14O5,166.0841236,HMDB0041500,NA,HILIC,M+Na,NA_HILIC_M+Na,189.073344,153.6
Ken-IDX,4,C,4,D-LACTOSE,D-LACTOSE_M+H,pass,g,,C12H22O11,342.1162,HMDB0041627,C01970,HILIC,M+H,C01970_HILIC_M+H,343.123476,196.205994
Ken-IDX,5,D,11,THIOPURINE S-METHYLETHER,THIOPURINE S-METHYLETHER_M+H,pass,g,,C6H6N4S,166.0313,HMDB0060412,C16614,HILIC,M+H,C16614_HILIC_M+H,167.038576,58.959336
GUTMLS,2,C,9,N-Acetylmuramate,N-Acetylmuramate_M+H+NH4,pass,g,,C11H19NO8,293.1110666,HMDB0060493,C02713,HILIC,M+H+NH4,C02713_HILIC_M+H+NH4,156.076086,199.7
GUTMLS,2,C,9,N-Acetylmuramate,N-Acetylmuramate_3M+H,pass - diff Rt,g,,C11H19NO8,293.1110666,HMDB0060493,C02713,HILIC,3M+H,C02713_HILIC_3M+H,880.340476,169.6
GUTMLS,1,B,5,3-Hydroxytetradecanoic acid,3-Hydroxytetradecanoic acid_2M+Na,poor peak shape with two peaks ,y,yes,C14H28O3,244.2038448,HMDB0061656,NA,HILIC,2M+Na,NA_HILIC_2M+Na,511.39691,76.1
GUTMLS,1,B,8,3-Hydroxyhexadecanoic acid,3-Hydroxyhexadecanoic acid_2M+ACN+Na,pass - early RT ,y,yes,C16H32O3,272.2351449,HMDB0061658,NA,HILIC,2M+ACN+Na,NA_HILIC_2M+ACN+Na,608.486055,46.1
GUTMLS,1,B,8,3-Hydroxyhexadecanoic acid,3-Hydroxyhexadecanoic acid_3M+H,pass,g,yes,C16H32O3,272.2351449,HMDB0061658,NA,HILIC,3M+H,NA_HILIC_3M+H,817.712711,158.3
GUTMLS,2,D,4,6-Oxopiperidine-2-carboxylic acid,6-Oxopiperidine-2-carboxylic acid_M+H-NH3,borders void volume and jagged peak,y,,C6H9NO3,143.0582432,HMDB0061705,NA,HILIC,M+H-NH3,NA_HILIC_M+H-NH3,127.038971,49.4
GUTMLS,1,G,11,12-Hydroxystearic acid,12-Hydroxystearic acid_2M+K,pass - poor peak shape,y,,C18H36O3,300.266445,HMDB0061706,NA,HILIC,2M+K,NA_HILIC_2M+K,639.49605,44.6
GUTMLS,1,A,6,13-Methylmyristic acid,13-Methylmyristic acid_M+2Na,pass,g,,C15H30O2,242.2245802,HMDB0061707,NA,HILIC,M+2Na,NA_HILIC_M+2Na,144.10151,161
GUTMLS,1,A,6,13-Methylmyristic acid,13-Methylmyristic acid_M+2ACN+H,pass,g,,C15H30O2,242.2245802,HMDB0061707,NA,HILIC,M+2ACN+H,NA_HILIC_M+2ACN+H,325.28495,50.9
GUTMLS,1,D,11,Docosadienoate (22:2n6),Docosadienoate (22:2n6)_M+3Na,pass,g,,C22H40O2,336.3028305,HMDB0061714,C16533,HILIC,M+3Na,C16533_HILIC_M+3Na,135.090161,123.9
GUTMLS,1,D,11,Docosadienoate (22:2n6),Docosadienoate (22:2n6)_M+NH4,pass but early elute,y,,C22H40O2,336.3028305,HMDB0061714,C16533,HILIC,M+NH4,C16533_HILIC_M+NH4,354.336661,46.9
GUTMLS,1,D,1,"1,3-Dihydro-(2H)-indol-2-one","1,3-Dihydro-(2H)-indol-2-one_M+Li",pass but peak shape is not great,y,yes,C8H7NO,133.0527639,HMDB0061918,C12312,HILIC,M+Li,C12312_HILIC_M+Li,140.06822,169.2
GUTMLS,1,D,1,"1,3-Dihydro-(2H)-indol-2-one","1,3-Dihydro-(2H)-indol-2-one_M+H+H2O",pass,g,,C8H7NO,133.0527639,HMDB0061918,C12312,HILIC,M+H+H2O,C12312_HILIC_M+H+H2O,152.0706,151.4
GUTMLS,1,D,1,"1,3-Dihydro-(2H)-indol-2-one","1,3-Dihydro-(2H)-indol-2-one_M+Na",pass,g,,C8H7NO,133.0527639,HMDB0061918,C12312,HILIC,M+Na,C12312_HILIC_M+Na,156.041984,162.6
GUTMLS,1,D,1,"1,3-Dihydro-(2H)-indol-2-one","1,3-Dihydro-(2H)-indol-2-one_M+CH4O+H",p,g,,C8H7NO,133.0527639,HMDB0061918,C12312,HILIC,M+CH4O+H,C12312_HILIC_M+CH4O+H,166.08625,152.6
GUTMLS,1,D,1,"1,3-Dihydro-(2H)-indol-2-one","1,3-Dihydro-(2H)-indol-2-one_M+CH3OH+H",pass,g,,C8H7NO,133.0527639,HMDB0061918,C12312,HILIC,M+CH3OH+H,C12312_HILIC_M+CH3OH+H,166.086253,152.6
Ken-IDX,2,F,4,N-METHYL-L-GLUTAMATE,N-METHYL-L-GLUTAMATE_M+2Na-H,pass,g,yes,C6H11NO4,161.0688,HMDB0062660,C01046,HILIC,M+2Na-H,C01046_HILIC_M+2Na-H,206.039964,178.533252
GUTMLS,2,C,2,2-Aminoheptanoate,2-Aminoheptanoate_M+H,pass,g,,C7H15NO2,145.1102787,HMDB0094649,NA,HILIC,M+H,NA_HILIC_M+H,146.117555,140.2
GUTMLS,2,E,9,chiro-Inositol,chiro-Inositol_M+2ACN+2H,pass,g,,C6H12O6,180.0633881,HMDB0240209,C19891,HILIC,M+2ACN+2H,C19891_HILIC_M+2ACN+2H,132.065517,184.1
GUTMLS,2,E,9,chiro-Inositol,chiro-Inositol_M+NH4,present but RT is so different than other adduct and peak quality is awful for the E5 intensity ,y,,C6H12O6,180.0633881,HMDB0240209,C19891,HILIC,M+NH4,C19891_HILIC_M+NH4,198.097218,58.8
GUTMLS,2,E,9,chiro-Inositol,chiro-Inositol_M+Na,passed - better than c18pos,g,,C6H12O6,180.0633881,HMDB0240209,C19891,HILIC,M+Na,C19891_HILIC_M+Na,203.052608,174.4
GUTMLS,1,G,1,Ectoine,Ectoine_M+H,pass,g,,C6H10N2O2,142.0742276,HMDB0240650,C06231,HILIC,M+H,C06231_HILIC_M+H,143.081504,174.2
GUTMLS,1,G,1,Ectoine,Ectoine_M+Na,pass,g,,C6H10N2O2,142.0742276,HMDB0240650,C06231,HILIC,M+Na,C06231_HILIC_M+Na,165.063448,174.1
Ken-IDX,7,E,9,1-NAPHTHYLAMINE,1-NAPHTHYLAMINE_M+H,early elute,y,,C10H9N,143.0735,HMDB0243964,C14790,HILIC,M+H,C14790_HILIC_M+H,144.080776,50.276277
Ken-IDX,5,F,2,N6-(DELTA2-ISOPENTENYL)-ADENINE,N6-(DELTA2-ISOPENTENYL)-ADENINE_2M+ACN+H,pass,g,,C10H13N5,203.1171,HMDB0245646,C04083,HILIC,2M+ACN+H,C04083_HILIC_2M+ACN+H,448.268023,204.403284
Ken-IDX,2,B,4,O-SUCCINYL-L-HOMOSERINE,O-SUCCINYL-L-HOMOSERINE_M+H,poor peak shape,y,,C8H13NO6,219.0743,HMDB0255868,C01118,HILIC,M+H,C01118_HILIC_M+H,220.081576,171.909
Ken-IDX,2,B,4,O-SUCCINYL-L-HOMOSERINE,O-SUCCINYL-L-HOMOSERINE_M+2Na-H,pass,g,,C8H13NO6,219.0743,HMDB0255868,C01118,HILIC,M+2Na-H,C01118_HILIC_M+2Na-H,264.045464,171.381
Ken-IDX,6,E,1,3-METHYL-2-OXINDOLE,3-METHYL-2-OXINDOLE_M+H,early elute,y,,C9H9NO,147.0684,HMDB0304943,C02366,HILIC,M+H,C02366_HILIC_M+H,148.075676,50.217351
GUTMLS,1,G,5,3-Oxindole-3-acetate,3-Oxindole-3-acetate_M+H-CH2O2,pass,g,,C10H9NO3,191.0582432,HMDB35514,NA,HILIC,M+H-CH2O2,NA_HILIC_M+H-CH2O2,146.06004,153.5
Ken-IDX,5,H,12,5-VALEROLACTONE,5-VALEROLACTONE_M+H,pass,g,,C5H8O2,100.0524,HMDB0000453,C02240,HILIC,M+H,C02240_HILIC_M+H,101.059676,55.782576
Ken-IDX,5,H,2,2-AMINOPHENOL,2-AMINOPHENOL_M+H,pass,g,,C6H7NO,109.0528,METPA0236,C01987,HILIC,M+H,C01987_HILIC_M+H,110.060076,57.5945556
Ken-IDX,2,D,8,"TRANS-CYCLOHEXANE-1,2-DIOL","TRANS-CYCLOHEXANE-1,2-DIOL_M+NH4",pass,g,yes,C6H12O2,116.0837,NA,C03739,HILIC,M+NH4,C03739_HILIC_M+NH4,134.11753,111.570552
Ken-IDX,4,B,8,N-FORMYLGLYCINE,N-FORMYLGLYCINE_M+2Na-H,pass,g,,C3H5NO3,103.0269,HMDB0255145,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,147.998064,88.406496
Ken-IDX,4,G,10,4-HYDROXY-L-PHENYLGLYCINE,4-HYDROXY-L-PHENYLGLYCINE_M+H-NH3,pass,g,,C8H9NO3,167.0582,HMDB0244973,C12323,HILIC,M+H-NH3,C12323_HILIC_M+H-NH3,151.038927,178.482528
Ken-IDX,5,E,3,3-AMINO-5-HYDROXYBENZOIC ACID,3-AMINO-5-HYDROXYBENZOIC ACID_M+H,pass,g,yes,C7H7NO3,153.0426,HMDB0304942,C12107,HILIC,M+H,C12107_HILIC_M+H,154.049876,59.6787144
Ken-IDX,5,H,6,3-AMINO-4-HYDROXYBENZOIC ACID,3-AMINO-4-HYDROXYBENZOIC ACID_M+H,pass,g,yes,C7H7NO3,153.0426,HMDB0304941,C12115,HILIC,M+H,C12115_HILIC_M+H,154.049876,59.6787144
Ken-IDX,3,G,11,D-MANNOSAMINE,D-MANNOSAMINE_M+H-H2O,pass,g,yes,C6H13NO5,179.0794,NA,C03570,HILIC,M+H-H2O,C03570_HILIC_M+H-H2O,162.076112,198.263352
Ken-IDX,6,C,9,4-QUINOLINECARBOXYLIC ACID,4-QUINOLINECARBOXYLIC ACID_M+H,pass,g,,C10H7NO2,173.0477,HMDB0257047,C06414,HILIC,M+H,C06414_HILIC_M+H,174.054976,79.369182
Ken-IDX,3,H,11,GLUCOSAMINATE,GLUCOSAMINATE_M+H-H2O,pass,g,,C6H13NO6,195.0743,HMDB0250755,C03752,HILIC,M+H-H2O,C03752_HILIC_M+H-H2O,178.071012,199.996746
Ken-IDX,3,G,11,D-MANNOSAMINE,D-MANNOSAMINE_M+H,pass,g,yes,C6H13NO5,179.0794,HMDB0002931,C03570,HILIC,M+H,C03570_HILIC_M+H,180.086676,196.068432
Ken-IDX,4,G,11,N-ACETYL-DL-SERINE,N-ACETYL-DL-SERINE_M+2Na-H,pass,g,,C5H9NO4,147.0532,HMDB0250793,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,192.024364,109.19775
Ken-IDX,6,C,9,4-QUINOLINECARBOXYLIC ACID,4-QUINOLINECARBOXYLIC ACID_M+Na,pass,g,,C10H7NO2,173.0477,HMDB0254198,C06414,HILIC,M+Na,C06414_HILIC_M+Na,196.03692,78.366
Ken-IDX,3,H,11,GLUCOSAMINATE,GLUCOSAMINATE_M+H,pass,g,,C6H13NO6,195.0743,HMDB0258581,C03752,HILIC,M+H,C03752_HILIC_M+H,196.081576,198.925212
Ken-IDX,6,H,2,D-PSICOSE,D-PSICOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0254199,C06468,HILIC,M+NH4,C06468_HILIC_M+NH4,198.09723,57.2063364
Ken-IDX,5,H,12,5-VALEROLACTONE,5-VALEROLACTONE_2M+H,coelute,y,,C5H8O2,100.0524,HMDB0250981,C02240,HILIC,2M+H,C02240_HILIC_2M+H,201.112076,54.096498
Ken-IDX,3,G,11,D-MANNOSAMINE,D-MANNOSAMINE_M+Na,pass,g,yes,C6H13NO5,179.0794,NA,C03570,HILIC,M+Na,C03570_HILIC_M+Na,202.06862,196.838682
Ken-IDX,4,A,5,"2,4-DIHYDROXYPTERIDINE","2,4-DIHYDROXYPTERIDINE_M+2Na-H",pass,g,,C6H4N4O2,164.0334,HMDB0256083,C03212,HILIC,M+2Na-H,C03212_HILIC_M+2Na-H,209.004564,81.018
Ken-IDX,4,G,10,4-HYDROXY-L-PHENYLGLYCINE,4-HYDROXY-L-PHENYLGLYCINE_M+2Na-H,pass,g,,C8H9NO3,167.0582,NA,C12323,HILIC,M+2Na-H,C12323_HILIC_M+2Na-H,212.029364,171.906498
Ken-IDX,4,A,11,ANILINE-2-SULFONIC ACID,ANILINE-2-SULFONIC ACID_M+2Na-H,pass,g,,C6H7NO3S,173.0147,NA,C00292,HILIC,M+2Na-H,C00292_HILIC_M+2Na-H,217.985864,61.042998
Ken-IDX,3,H,11,GLUCOSAMINATE,GLUCOSAMINATE_M+2Na-H,pass,g,,C6H13NO6,195.0743,HMDB0244070,C03752,HILIC,M+2Na-H,C03752_HILIC_M+2Na-H,240.045464,201.375
Ken-IDX,5,C,9,LUMICHROME,LUMICHROME_M+H,pass,g,,C12H10N4O2,242.0804,HMDB0001392,C01727,HILIC,M+H,C01727_HILIC_M+H,243.087676,58.4028876
Ken-IDX,3,F,9,SELENOCYSTAMINE,SELENOCYSTAMINE_M+H,pass,g,,C4H12N2Se2,247.9331,NA,NA,HILIC,M+H,NA_HILIC_M+H,248.940376,200.532
Ken-IDX,6,H,4,D-LYXOSE,D-LYXOSE_2M+ACN+H,pass,g,yes,C5H10O5,150.0528,NA,C00476,HILIC,2M+ACN+H,C00476_HILIC_2M+ACN+H,342.139423,186.599424
Ken-IDX,6,H,6,PALATINOSE,PALATINOSE_M+NH4,pass,g,yes,C12H22O11,342.1162,HMDB0256083,C01742,HILIC,M+NH4,C01742_HILIC_M+NH4,360.15003,187.895538
Ken-IDX,6,H,6,PALATINOSE,PALATINOSE_M+Na,pass,g,yes,C12H22O11,342.1162,HMDB0256083,C01742,HILIC,M+Na,C01742_HILIC_M+Na,365.10542,187.118982
Ken-IDX,3,G,5,S-HEXYL-GLUTATHIONE,S-HEXYL-GLUTATHIONE_M+H,pass,g,,C16H29N3O6S,391.1777,NA,C02886,HILIC,M+H,C02886_HILIC_M+H,392.184976,155.168496
Ken-IDX,5,F,11,CORTISOL 21-ACETATE,CORTISOL 21-ACETATE_M+H,pass,g,,C23H32O6,404.2199,NA,C02821,HILIC,M+H,C02821_HILIC_M+H,405.227176,51.4707042
Ken-IDX,5,E,11,"1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE","1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE_M+H",pass,g,,C28H56NO8P,565.3744,HMDB0244070,NA,HILIC,M+H,NA_HILIC_M+H,566.381676,62.445504
GUTMLS,,,,p-aminobenzoic acid ,p-aminobenzoic acid _M+H-H2O2,pass,g,,,,HMDB0001392,,HILIC,M+H-H2O2,_HILIC_M+H-H2O2,,
GUTMLS,1,A,6,13-Methylmyristic acid,M+2Na,pass,g,,C15H30O2,144.10151,HMDB0061707,NA,HILIC,,NA_HILIC_,242.22458,161.091516
GUTMLS,1,A,8,15-Methylpalmitate,M+FA+H,pass - early elute,y,,C17H34O2,317.268633,HMDB0061709,NA,HILIC,,NA_HILIC_,270.25588,45.976188
GUTMLS,1,B,9,Cholestenone,M+FA+H,early elute,y,,C27H44O,431.351969,HMDB0000921,C00599,HILIC,,C00599_HILIC_,384.339216,45.802758
GUTMLS,1,G,12,Ferulic acid 4-sulfate,M+2ACN+2H,pass - but strange to not see other adducts,g,,C10H10O7S,179.041185,HMDB0029200,NA,HILIC,,NA_HILIC_,274.014723,156.409548
Ken-IDX,5,A,9,3-HYDROXYBENZALDEHYDE,3-HYDROXYBENZALDEHYDE_M-H,pass,g,yes,C7H6O2,122.0368,NA,C03067,C18,M-H,C03067_C18_M-H,121.029524,145.47027
Ken-IDX,5,G,6,4-HYDROXYBENZALDEHYDE,4-HYDROXYBENZALDEHYDE_M-H,pass,g,yes,C7H6O2,122.0368,HMDB0011718,C00633,C18,M-H,C00633_C18_M-H,121.029524,145.47027
Ken-IDX,5,A,11,2-METHYLPROPANAL OXIME,2-METHYLPROPANAL OXIME_M+Hac-H,poor peak shape,y,yes,C4H8O,72.0575,HMDB0031243,C03219,C18,M+Hac-H,C03219_C18_M+Hac-H,131.071351,127.711572
